Sentence,True_label,Pred_label,Pred_conf_score,Int1,Int2,Int3,flag_3_match,flag_1_match,len_of_uttr
where is checkwriting and deposit slips?,I have questions about checkwriting and checks,I have questions about checkwriting and checks,0.8741505834691066,I have questions about checkwriting and checks,I want to set up a deposit,When will my funds be available?,1,1,6
how many checks can i write yearly on my ira?,How many checks can I write per year on my IRA?,How many checks can I write per year on my IRA?,0.8443330333106365,How many checks can I write per year on my IRA?,I have a question about my contributions,Where can I view my account history?,1,1,10
corporate account ownership change,I need to change the ownership of a corporate account,I need to change the ownership of a corporate account,0.6623877997958071,I need to change the ownership of a corporate account,I need to change the ownership of a personal account,How do I authorize someone on a corporate account?,1,1,4
does beneficial ownership impact corporate accouints,I need to change the ownership of a corporate account,I have a question about my beneficiaries,0.31603266699040033,I have a question about my beneficiaries,I need to change the ownership of a corporate account,I need to change the ownership of a personal account,1,0,6
how do i add an owner on a corporate account?,I need to change the ownership of a corporate account,I need to change the ownership of a corporate account,0.8147326776219888,I need to change the ownership of a corporate account,How do I authorize someone on a corporate account?,I need to change the ownership of a personal account,1,1,10
how do i change corporate account ownership,I need to change the ownership of a corporate account,I need to change the ownership of a corporate account,0.6252623779980874,I need to change the ownership of a corporate account,I need to change the ownership of a personal account,How do I authorize someone on a corporate account?,1,1,7
how to i remove a corporate account owner,I need to change the ownership of a corporate account,I need to change the ownership of a corporate account,0.914592991455136,I need to change the ownership of a corporate account,How do I hide an account?,How do I name an account?,1,1,8
i need to change the account owner on a corporate account,I need to change the ownership of a corporate account,I need to change the ownership of a corporate account,0.9140774544002108,I need to change the ownership of a corporate account,I need to change the ownership of a personal account,How do I name an account?,1,1,11
put my account in my businesses name,I need to change the ownership of a corporate account,How do I name an account?,0.4555599012160585,How do I name an account?,What is a business account?,How do I authorize someone on a corporate account?,0,0,7
remove corporate account owner,I need to change the ownership of a corporate account,I need to change the ownership of a corporate account,0.8292502773204055,I need to change the ownership of a corporate account,How do I register my new account?,How do I authorize someone on a corporate account?,1,1,4
the account is owned by an organization. how do we change the account manager?,I need to change the ownership of a corporate account,I need to change the ownership of a personal account,0.18499249477800872,I need to change the ownership of a personal account,I need information about automatic withdrawals,I need to change the ownership of a corporate account,1,0,14
what are the names on this account,I need to change the ownership of a corporate account,How can I receive a copy of my statement?,0.5410720663736514,How can I receive a copy of my statement?,How do I name an account?,I need to change my name,0,0,7
what form do i need to change corporate ownership,I need to change the ownership of a corporate account,I need to change the ownership of a personal account,0.5543799619370025,I need to change the ownership of a personal account,I need to change the ownership of a corporate account,I want to get a form,1,0,9
